_id,STATION,SITE_CODE,STNAME,WELL_NAME,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVDATUM,ELEVACC,COUNTY_NAME,BASIN_CODE,BASIN_NAME,WELL_DEPTH,WELL_USE,WELL_TYPE,WCR_NO,WDL,COMMENT
357,18S23E07N001M,363723N1195288W001,GKGSA-02 Upper,GKGSA-02 Upper,36.372320000,-119.528880000,,"Survey, 1m",256.010,NAVD88,R.L. AT SURFACE,Kings,5-022.11,Kaweah,240.00000,Observation,Part of a nested/multi-completion well,WCR2023-006449,https://wdl.water.ca.gov/StationDetails.aspx?Station=18S23E07N001M,
358,18S23E07N002M,363723N1195288W002,GKGSA-02 Middle,GKGSA-02 Middle,36.372320000,-119.528880000,,"Survey, 1m",256.010,NAVD88,R.L. AT SURFACE,Kings,5-022.11,Kaweah,420.00000,Observation,Part of a nested/multi-completion well,WCR2023-006449,https://wdl.water.ca.gov/StationDetails.aspx?Station=18S23E07N002M,
359,18S23E07N003M,363723N1195288W003,GKGSA-02 Lower,GKGSA-02 Lower,36.372320000,-119.528880000,,"Survey, 1m",256.010,NAVD88,R.L. AT SURFACE,Kings,5-022.11,Kaweah,756.00000,Observation,Part of a nested/multi-completion well,WCR2023-006449,https://wdl.water.ca.gov/StationDetails.aspx?Station=18S23E07N003M,
360,19N01E35B001M,394635N1218276W001,BUT_35B001M screen interval 85 to 135 bgs,Screen: 85-135 ft,39.463547000,-121.827619000,NAD83,Unknown,86.500,,Unknown,Butte,5-021.70,Butte,156.00000,Observation,Part of a nested/multi-completion well,782036,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01E35B001M,
361,19N01E35B002M,394634N1218278W001,BUT_35B002M screen interval 930 to 950 bgs,Screen: 930-950 ft,39.463439000,-121.827750000,NAD83,Unknown,86.500,,Unknown,Butte,5-021.70,Butte,980.00000,Observation,Part of a nested/multi-completion well,WCR2003-009257,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01E35B002M,
362,19N01E35B003M,394634N1218278W002,BUT_35B003M screen interval 490 to 510 bgs,Screen: 490-510 ft,39.463439000,-121.827750000,NAD83,Unknown,86.500,,Unknown,Butte,5-021.70,Butte,523.00000,Observation,Part of a nested/multi-completion well,WCR2003-009257,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01E35B003M,
363,19N01W22D004M,394927N1219648W001,GLE_22D004M screen interval 780 to 790 bgs,Screen: 780-790 ft,39.492701830,-121.964808400,NAD83,Unknown,87.380,,Unknown,Glenn,5-021.70,Butte,820.00000,Observation,Part of a nested/multi-completion well,816274D,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01W22D004M,Larrabee Deep Zone
364,19N01W22D005M,394927N1219648W002,GLE_22D005M screen interval 520 to 530 bgs,Screen: 520-530 ft,39.492701830,-121.964808400,NAD83,Unknown,87.380,,Unknown,Glenn,5-021.70,Butte,555.00000,Observation,Part of a nested/multi-completion well,816274C,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01W22D005M,Larrabee Mid Deep Zone
365,19N01W22D006M,394927N1219648W003,GLE_22D006M screen interval 340 to 350 bgs,Screen: 340-350 ft,39.492701830,-121.964808400,NAD83,Unknown,87.380,,Unknown,Glenn,5-021.70,Butte,380.00000,Observation,Part of a nested/multi-completion well,816274B,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01W22D006M,Larrabee Mid Shallow Zone
366,19N01W22D007M,394927N1219648W004,GLE_22D007M screen interval 80 to 90 bgs,Screen: 80-90 ft,39.492701830,-121.964808400,NAD83,Unknown,87.380,,Unknown,Glenn,5-021.70,Butte,120.00000,Observation,Part of a nested/multi-completion well,816274A,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01W22D007M,Larrabee Shallow
367,19N01W32E003M,394574N1220005W001,GLE_32E003M screen interval 45 to 310 bgs,Screen: 45-310 ft,39.457237000,-122.001585000,NAD83,Unknown,89.260,,Unknown,Glenn,5-021.52,Colusa,332.00000,Irrigation,Single Well,57991,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N01W32E003M,
368,19N02E07K002M,395118N1217880W001,BUT_07K002M screen interval 560 to 570 bgs,Screen: 560-570 ft,39.511803000,-121.787962000,NAD83,Unknown,102.700,,Unknown,Butte,5-021.70,Butte,,Observation,Part of a nested/multi-completion well,WCR2005-009760,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02E07K002M,Boeger - Sheppard
369,19N02E07K003M,395118N1217880W002,BUT_07K003M screen interval 330 to 340 bgs,Screen: 330-340 ft,39.511803000,-121.787962000,NAD83,Unknown,102.700,,Unknown,Butte,5-021.70,Butte,368.00000,Observation,Part of a nested/multi-completion well,WCR2005-009760,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02E07K003M,Boeger - Sheppard Middle Zone
370,19N02E07K004M,395118N1217880W003,BUT_07K004M screen interval 140 to 150 bgs,Screen: 140-150 ft,39.511803000,-121.787962000,NAD83,Unknown,102.700,,Unknown,Butte,5-021.70,Butte,192.00000,Observation,Part of a nested/multi-completion well,WCR2005-009760,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02E07K004M,Boeger - Sheppard Shallow Zone
371,19N02E13Q001M,394944N1216931W001,BUT_13Q001M screen interval 130 to 210 bgs,Screen: 130-210 ft,39.494417000,-121.693126000,NAD83,Unknown,119.880,,Unknown,Butte,5-021.70,Butte,221.00000,Observation,Single Well,782037,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02E13Q001M,LaMalfa Shallow Zone (single)
372,19N02E13Q002M,394944N1216932W001,BUT_13Q002M screen interval 470 to 480 bgs,Screen: 470-480 ft,39.494409000,-121.693199000,NAD83,Unknown,119.880,,Unknown,Butte,5-021.70,Butte,495.00000,Observation,Part of a nested/multi-completion well,WCR2005-009761,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02E13Q002M,La Malfa Middle Zone (double)
373,19N02E13Q003M,394944N1216932W002,BUT_13Q003M screen interval 670 to 680 bgs,Screen: 670-680 ft,39.494409000,-121.693199000,NAD83,Unknown,119.880,,Unknown,Butte,5-021.70,Butte,690.00000,Observation,Part of a nested/multi-completion well,WCR2005-009761,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02E13Q003M,LaMalfa Deep Zone (double)
374,19N02W08Q001M,395157N1221122W001,GLE_08Q001M screen interval 856 to 876 bgs,Screen: 856-876 ft,39.515700000,-122.112233000,NAD83,Unknown,108.360,,Unknown,Glenn,5-021.52,Colusa,910.00000,Observation,Part of a nested/multi-completion well,WCR2004-009692,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02W08Q001M,
375,19N02W08Q002M,395157N1221122W002,GLE_08Q002M screen interval 208 to 218 bgs,Screen: 208-218 ft,39.515700000,-122.112233000,NAD83,Unknown,108.360,,Unknown,Glenn,5-021.52,Colusa,228.00000,Observation,Part of a nested/multi-completion well,WCR2004-009692,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02W08Q002M,
376,19N02W08Q003M,395157N1221122W003,GLE_08Q003M screen interval 77 to 87 bgs,Screen: 77-87 ft,39.515700000,-122.112233000,NAD83,Unknown,108.360,,Unknown,Glenn,5-021.52,Colusa,136.00000,Observation,Part of a nested/multi-completion well,WCR2004-009692,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02W08Q003M,
377,19N02W33K001M,394559N1220854W001,GLE_33K001M screen interval 160 to 260 bgs,Screen: 160-260 ft,39.455965000,-122.085433000,NAD83,Unknown,87.410,,Unknown,Glenn,5-021.52,Colusa,260.00000,Irrigation,Single Well,581475,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02W33K001M,
378,19N04W14M002M,395023N1222837W001,GLE_14M002M screen interval 45 to 55 bgs,Screen: 45-55 ft,39.502267000,-122.283723000,NAD83,Unknown,185.830,,Unknown,Glenn,5-021.52,Colusa,65.00000,Observation,Single Well,WCR2005-010900,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N04W14M002M,
379,19S23E30A001M,362543N1195105W001,MKGSA-02 Upper,MKGSA-02 Upper,36.254340000,-119.510580000,,"Survey, 1m",230.700,NAVD88,R.L. AT SURFACE,Tulare,5-022.11,Kaweah,300.00000,Observation,Part of a nested/multi-completion well,WCR2023-002540,https://wdl.water.ca.gov/StationDetails.aspx?Station=19S23E30A001M,
380,19S23E30A002M,362543N1195105W002,MKGSA-02 Middle,MKGSA-02 Middle,36.254340000,-119.510580000,,"Survey, 1m",230.700,NAVD88,R.L. AT SURFACE,Tulare,5-022.11,Kaweah,420.00000,Observation,Part of a nested/multi-completion well,WCR2023-002540,https://wdl.water.ca.gov/StationDetails.aspx?Station=19S23E30A002M,
381,19S23E30A003M,362543N1195105W003,MKGSA-02 Lower,MKGSA-02 Lower,36.254340000,-119.510580000,,"Survey, 1m",230.700,NAVD88,R.L. AT SURFACE,Tulare,5-022.11,Kaweah,960.00000,Observation,Part of a nested/multi-completion well,WCR2023-002540,https://wdl.water.ca.gov/StationDetails.aspx?Station=19S23E30A003M,
382,20N01E02H003M,396158N1218221W001,BUT_02H003M screen interval 70 to 180 bgs,Screen: 70-180 ft,39.615756000,-121.822158000,NAD83,Unknown,132.340,,Unknown,Butte,5-021.57,Vina,201.00000,Observation,Single Well,782029,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E02H003M,
383,20N01E13Q002M,395831N1218069W001,Magers,Screen: Unknown,39.583073000,-121.806862000,NAD83,Unknown,122.000,,EST.CONTOUR <2M.,Butte,5-021.70,Butte,,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E13Q002M,
384,20N01E18L001M,395771N1219082W001,BUT_18L001M screen interval 767 to 894 bgs,Screen: 767-894 ft,39.577074000,-121.908207000,NAD83,Unknown,107.350,,Unknown,Butte,5-021.70,Butte,940.00000,Observation,Part of a nested/multi-completion well,WCR1999-008135,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E18L001M,
385,20N01E18L002M,395771N1219083W001,BUT_18L002M screen interval 509 to 562 bgs,Screen: 509-562 ft,39.577063000,-121.908277000,NAD83,Unknown,107.350,,Unknown,Butte,5-021.70,Butte,,Observation,Part of a nested/multi-completion well,WCR2001-008945,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E18L002M,
386,20N01E18L003M,395771N1219083W002,BUT_18L003M screen interval 98 to 108 bgs,Screen: 98-108 ft,39.577063000,-121.908277000,NAD83,Unknown,107.350,,Unknown,Butte,5-021.70,Butte,173.00000,Observation,Part of a nested/multi-completion well,WCR2001-008945,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E18L003M,
387,20N02E09G001M,396154N1217391W001,BUT_09G001M screen interval 130 to 180 bgs,Screen: 130-180 ft,39.615453000,-121.739123000,NAD83,Unknown,148.840,,Unknown,Butte,5-021.57,Vina,202.00000,Observation,Single Well,782038,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E09G001M,
388,20N02E15H001M,395891N1217303W001,BUT_15H001M screen interval 170 to 180 bgs,Screen: 170-180 ft,39.589093000,-121.730317000,NAD83,Unknown,144.010,,Unknown,Butte,5-021.70,Butte,190.00000,Observation,Single Well,WCR1995-008025,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E15H001M,
389,20N02E15H002M,395892N1217304W001,BUT_15H002M screen interval 55-65 bgs,Screen: 55-65- ft,39.589151000,-121.730404000,NAD83,"GPS, 10m",144.120,,R.L. AT SURFACE,Butte,5-021.70,Butte,75.00000,Observation,Single Well,WCR1995-008026,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E15H002M,
390,20N02E16P001M,395826N1217545W001,BUT_16P001M screen interval unknown,Screen: Unknown,39.583050000,-121.754047000,NAD83,Unknown,131.830,,Unknown,Butte,5-021.70,Butte,466.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E16P001M,
391,20N02E24C001M,395812N1217026W001,BUT_24C001M screen interval 124 to 134 bgs,Screen: 124-134 ft,39.581199000,-121.702570000,NAD83,Unknown,157.750,,Unknown,Butte,5-021.57,Vina,155.00000,Observation,Part of a nested/multi-completion well,WCR1999-008136,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E24C001M,
392,20N02E24C002M,395812N1217026W002,BUT_24C002M screen interval 336 to 377 bgs,Screen: 336-377 ft,39.581199000,-121.702570000,NAD83,Unknown,157.750,,Unknown,Butte,5-021.57,Vina,390.00000,Observation,Part of a nested/multi-completion well,WCR1999-008136,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E24C002M,
393,20N02E24C003M,395812N1217026W003,BUT_24C003M screen interval 484 to 505 bgs,Screen: 484-505 ft,39.581199000,-121.702570000,NAD83,Unknown,157.750,,Unknown,Butte,5-021.57,Vina,520.00000,Observation,Part of a nested/multi-completion well,WCR1999-008136,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E24C003M,
394,20N02W11A001M,396087N1220456W001,GLE_11A001M screen interval 70 to 90 bgs,Screen: 70-90 ft,39.608717000,-122.045553000,NAD83,Unknown,125.400,,Unknown,Glenn,5-021.52,Colusa,90.00000,Observation,Part of a nested/multi-completion well,WCR1976-003546,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W11A001M,
395,20N02W11A002M,396087N1220456W002,GLE_11A002M screen interval 140 to 160 bgs,Screen: 140-160 ft,39.608717000,-122.045553000,NAD83,Unknown,125.400,,Unknown,Glenn,5-021.52,Colusa,160.00000,Observation,Part of a nested/multi-completion well,WCR1976-003546,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W11A002M,
396,20N02W11A003M,396087N1220456W003,GLE_11A003M screen interval 490 to 510 bgs,Screen: 490-510 ft,39.608717000,-122.045553000,NAD83,Unknown,125.400,,Unknown,Glenn,5-021.52,Colusa,510.00000,Observation,Part of a nested/multi-completion well,WCR1976-003546,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W11A003M,
397,20N02W18R005M,395855N1221170W001,GLE_18R005M screen interval 920 to 980 bgs,Screen: 920-980 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,1020.00000,Observation,Part of a nested/multi-completion well,WCR2002-009854,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R005M,
398,20N02W18R006M,395855N1221170W002,GLE_18R006M screen interval 635 to 655 bgs,Screen: 635-655 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,706.00000,Observation,Part of a nested/multi-completion well,WCR2002-009854,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R006M,
399,20N02W18R007M,395855N1221170W003,GLE_18R007M screen interval 450 to 526 bgs,Screen: 450-526 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,535.00000,Observation,Part of a nested/multi-completion well,WCR2002-009854,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R007M,
400,20N02W18R008M,395855N1221170W004,GLE_18R008M screen interval 140 to 180 bgs,Screen: 140-180 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,201.00000,Observation,Part of a nested/multi-completion well,WCR2002-009854,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R008M,
401,20N02W25F001M,395595N1220326W001,GLE_25F001M screen interval 940 to 960 bgs,Screen: 940-960 ft,39.559493580,-122.032633700,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,1000.00000,Observation,Part of a nested/multi-completion well,WCR2002-009883,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F001M,
402,20N02W25F002M,395595N1220326W002,GLE_25F002M screen interval 420 to 470 bgs,Screen: 420-470 ft,39.559495000,-122.032609000,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,513.00000,Observation,Part of a nested/multi-completion well,WCR2002-009883,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F002M,
403,20N02W25F003M,395595N1220326W003,GLE_25F003M screen interval 190 to 260 bgs,Screen: 190-260 ft,39.559495000,-122.032609000,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,283.00000,Observation,Part of a nested/multi-completion well,WCR2002-009883,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F003M,
404,20N02W25F004M,395595N1220326W004,GLE_25F004M screen interval 55 to 65 bgs,Screen: 55-65 ft,39.559495000,-122.032609000,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,85.00000,Observation,Part of a nested/multi-completion well,WCR2002-009883,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F004M,
405,20N02W33B001M,395496N1220839W001,GLE_33B001M screen interval 100 to 320 bgs,Screen: 100-320 ft,39.549598000,-122.083870000,NAD83,Unknown,105.410,,Unknown,Glenn,5-021.52,Colusa,326.00000,Observation,Single Well,3686,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W33B001M,
406,20N03E31M001M,395446N1216873W001,BUT_31M001M screen interval 130 to 180 bgs,Screen: 130-180 ft,39.544580000,-121.687321000,NAD83,Unknown,133.020,,Unknown,Butte,5-021.57,Vina,201.00000,Observation,Single Well,782043,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03E31M001M,
407,20N03E33L001M,395435N1216466W001,BUT_33L001M screen interval unknown,Screen: Unknown,39.543565000,-121.646642000,NAD83,Unknown,151.330,,Unknown,Butte,5-021.57,Vina,101.00000,Other,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03E33L001M,
408,20N03W07E001M,396049N1222495W001,GLE_07E001M screen interval 984 to 1014 bgs,Screen: 984-1014 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,1030.00000,Observation,Part of a nested/multi-completion well,WCR2007-007888,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E001M,
409,20N03W07E002M,396049N1222495W002,GLE_07E002M screen interval 616 to 636 bgs,Screen: 616-636 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,664.00000,Observation,Part of a nested/multi-completion well,WCR2007-007888,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E002M,
410,20N03W07E003M,396049N1222495W003,GLE_07E003M screen interval 380 to 485 bgs,Screen: 380-485 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,515.00000,Observation,Part of a nested/multi-completion well,WCR2007-007888,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E003M,
411,20N03W07E004M,396049N1222495W004,GLE_07E004M screen interval 118 to 128 bgs,Screen: 118-128 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,160.00000,Observation,Part of a nested/multi-completion well,WCR2007-007888,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E004M,
412,20S21E02J002M,362149N1196552W001,GKGSA-01 Upper,GKGSA-01 Upper,36.214920000,-119.655210000,,"Survey, 1m",191.710,NAVD88,R.L. AT SURFACE,Kings,5-022.11,Kaweah,160.00000,Observation,Part of a nested/multi-completion well,WCR2023-006417,https://wdl.water.ca.gov/StationDetails.aspx?Station=20S21E02J002M,
413,20S21E02J003M,362149N1196552W002,GKGSA-01 Middle,GKGSA-01 Middle,36.214920000,-119.655210000,,"Survey, 1m",191.710,NAVD88,R.L. AT SURFACE,Kings,5-022.11,Kaweah,240.00000,Observation,Part of a nested/multi-completion well,WCR2023-006417,https://wdl.water.ca.gov/StationDetails.aspx?Station=20S21E02J003M,
414,20S21E02J004M,362149N1196552W003,GKGSA-01 Lower,GKGSA-01 Lower,36.214920000,-119.655210000,,"Survey, 1m",191.710,NAVD88,R.L. AT SURFACE,Kings,5-022.11,Kaweah,450.00000,Observation,Part of a nested/multi-completion well,WCR2023-006417,https://wdl.water.ca.gov/StationDetails.aspx?Station=20S21E02J004M,
415,20S21E02J005M,362149N1196552W004,GKGSA-01 Deep,GKGSA-01 Deep,36.214920000,-119.655210000,,"Survey, 1m",191.710,NAVD88,R.L. AT SURFACE,Kings,5-022.11,Kaweah,658.00000,Observation,Part of a nested/multi-completion well,WCR2023-006417,https://wdl.water.ca.gov/StationDetails.aspx?Station=20S21E02J005M,
416,20S23E21K001M,361737N1194798W001,MKGSA-01 Upper,MKGSA-01 Upper,36.173770000,-119.479840000,,"Survey, 1m",220.960,NAVD88,R.L. AT SURFACE,Tulare,5-022.11,Kaweah,310.00000,Observation,Part of a nested/multi-completion well,WCR2023-003922,https://wdl.water.ca.gov/StationDetails.aspx?Station=20S23E21K001M,
417,20S23E21K002M,361737N1194798W002,MKGSA-01 Middle,MKGSA-01 Middle,36.173770000,-119.479840000,,"Survey, 1m",220.960,NAVD88,R.L. AT SURFACE,Tulare,5-022.11,Kaweah,450.00000,Observation,Part of a nested/multi-completion well,WCR2023-003922,https://wdl.water.ca.gov/StationDetails.aspx?Station=20S23E21K002M,
418,20S23E21K003M,361737N1194798W003,MKGSA-01 Lower,MKGSA-01 Lower,36.173770000,-119.479840000,,"Survey, 1m",220.960,NAVD88,R.L. AT SURFACE,Tulare,5-022.11,Kaweah,960.00000,Observation,Part of a nested/multi-completion well,WCR2023-003922,https://wdl.water.ca.gov/StationDetails.aspx?Station=20S23E21K003M,
419,21N01E08K002M,396891N1218854W001,BUT_08K002M screen interval unknown,Screen: Unknown,39.689100000,-121.885400000,NAD83,"GPS, 10m",146.040,,R.L. AT SURFACE,Butte,5-021.70,Butte,,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E08K002M,
420,21N01E13L002M,396735N1218144W001,BUT_13L002M screen interval 735 to 760 bgs,CSU Chico Farm Deep,39.673480400,-121.814402900,WGS84,"GPS, 10m",179.850,,R.L. AT W.L.M.PT.,Butte,5-021.57,Vina,771.00000,Observation,Part of a nested/multi-completion well,WCR2010-008893,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E13L002M,
421,21N01E13L003M,396735N1218144W002,BUT_13L003M SCREEN INTERVAL 540 TO 560 BGS,CSU CHICO FARM INTER,39.673480400,-121.814402900,WGS84,"GPS, 10m",179.850,,R.L. AT W.L.M.PT.,Butte,5-021.57,Vina,574.00000,Observation,Part of a nested/multi-completion well,WCR2010-008893,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E13L003M,
422,21N01E13L004M,396735N1218144W003,BUT_13L004M SCREEN INTERVAL 240 TO 340,CSU CHICO FARM SHALL,39.673480400,-121.814402900,WGS84,"GPS, 10m",179.850,,R.L. AT W.L.M.PT.,Butte,5-021.57,Vina,353.00000,Observation,Part of a nested/multi-completion well,WCR2010-008893,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E13L004M,
423,21N01E27B001M,396528N1218526W001,BUT_27B001M screen interval unknown,Screen: Unknown,39.652738000,-121.852487000,NAD83,"GPS, 10m",149.340,,EST.CONTOUR 4-8M.,Butte,5-021.57,Vina,517.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E27B001M,
424,21N01E28F001M,396490N1218726W001,BUT_28F001M screen interval unknown,Screen: Unknown,39.648986000,-121.872517000,NAD83,"GPS, 10m",142.350,,EST.CONTOUR 4-8M.,Butte,5-021.57,Vina,173.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E28F001M,
425,21N01W05D001M,397100N1220081W001,GLE_05D001M screen interval 783 to 1227 bgs,Screen: 783-1227 ft,39.709957000,-122.008121000,WGS84,"GPS, 10m",152.580,,R.L. AT W.L.M.PT.,Glenn,5-021.52,Colusa,1300.00000,Irrigation,Single Well,E0100269,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W05D001M,
426,21N01W11A001M,396943N1219410W001,"BUT_11A001Mscreen interval 810 to 1,280 ft bgs",Screen: 810-1280 ft,39.694332980,-121.940959520,NAD83,"GPS, 10m",129.300,,R.L. AT SURFACE,Butte,5-021.70,Butte,1311.00000,Observation,Part of a nested/multi-completion well,WCR2010-008348,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W11A001M,
427,21N01W11A002M,396943N1219410W002,BUT_11A002M screen interval 125 to 185 ft bgs,Screen: 125-185 ft,39.694332980,-121.940959520,NAD83,"GPS, 10m",129.300,,R.L. AT SURFACE,Butte,5-021.70,Butte,200.00000,Observation,Part of a nested/multi-completion well,WCR2010-008348,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W11A002M,
428,21N01W11A003M,396943N1219410W003,BUT_11A003 screen interval 30 to 50 ft bgs,Screen: 30-50 ft,39.694332980,-121.940959520,NAD83,"Survey, 1m",129.300,,R.L. AT SURFACE,Butte,5-021.70,Butte,104.00000,Observation,Part of a nested/multi-completion well,WCR2010-008348,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W11A003M,
429,21N01W24B001M,396655N1219250W001,BUT_24B001M screen interval 800 to 820 bgs,Screen: 800-820 ft,39.665515000,-121.925035000,NAD83,Unknown,127.060,,Unknown,Butte,5-021.70,Butte,,Irrigation,Single Well,551547,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W24B001M,
430,21N01W31H001M,396823N1220117W001,GLE_31H001M Screen Interval 800 to 1240 bgs,Screen: 800-1240 ft,39.682255000,-122.011685000,WGS84,"GPS, 10m",145.480,,R.L. AT SURFACE,Glenn,5-021.52,Colusa,1300.00000,Irrigation,Single Well,E0109372,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W31H001M,
431,21N01W35K002M,396301N1219407W001,BUT_35K002M screen interval 75 to 135 bgs,Screen: 75-135 ft,39.630100000,-121.940700000,NAD83,Unknown,114.360,,Unknown,Butte,5-021.70,Butte,,Irrigation,Single Well,131693,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W35K002M,
432,21N02E18C001M,396820N1217970W001,But_18C001M screen interval 770-880 ft bgs,Screen: 770-880 ft,39.681959000,-121.796978000,NAD83,"GPS, 10m",189.070,,R.L. AT SURFACE,Butte,5-021.57,Vina,914.00000,Observation,Part of a nested/multi-completion well,WCR2010-008171,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E18C001M,
433,21N02E18C002M,396820N1217970W002,But_18C002M screen interval 360-620 ft bgs,Screen: 360-620 ft,39.681959000,-121.796978000,NAD83,"GPS, 10m",189.070,,R.L. AT SURFACE,Butte,5-021.57,Vina,701.00000,Observation,Part of a nested/multi-completion well,WCR2010-008171,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E18C002M,
434,21N02E18C003M,396820N1217970W003,But_18C003M screen interval 130-200 ft bgs,Screen: 130-200 ft,39.681959000,-121.796978000,NAD83,"GPS, 10m",189.070,,R.L. AT SURFACE,Butte,5-021.57,Vina,240.00000,Observation,Part of a nested/multi-completion well,WCR2010-008171,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E18C003M,
435,21N02E26E003M,396468N1217263W001,BUT_26E003M screen interval 610 to 620 bgs,Screen: 610-620 ft,39.646778000,-121.726248000,NAD83,Unknown,182.270,,R.L. AT SURFACE,Butte,5-021.57,Vina,660.00000,Observation,Part of a nested/multi-completion well,WCR2007-008015,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E26E003M,Pentz Obs Deep
436,21N02E26E004M,396468N1217263W002,BUT_26E004M screen interval 400 to 484 bgs,Screen: 400-484 ft,39.646778000,-121.726248000,NAD83,"GPS, 10m",18.270,,R.L. AT SURFACE,Butte,5-021.57,Vina,518.00000,Observation,Part of a nested/multi-completion well,WCR2007-008015,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E26E004M,Pentz Obs Interm Deep
